dest_ip,protocol,port,size,priority
119.96.82.192,6,80,455,8
196.61.249.52,17,39472,1257,5
162.243.208.127,17,62154,715,5
185.124.182.77,17,58319,881,5
15.235.98.217,6,80,115,8
198.244.226.221,6,443,447,8
20.198.83.136,17,5146,813,5
198.244.183.73,6,443,1266,8
189.178.38.59,17,24828,218,5
111.70.9.235,6,443,1130,8
213.35.117.14,17,15302,201,5
187.237.47.214,6,443,469,8
209.74.71.27,17,17485,748,5
148.113.130.9,6,443,1342,8
103.160.182.109,17,53,390,9
114.10.44.227,6,80,614,8
218.77.64.132,17,27022,631,5
103.13.215.219,17,53,368,9
15.235.98.137,17,17294,373,5
210.90.155.178,6,80,1446,8
138.197.113.214,17,51734,984,5
197.227.8.186,6,34451,258,5
198.244.242.140,6,80,1145,8
190.221.50.123,6,80,970,8
221.235.154.114,6,443,1160,8
14.103.112.110,17,53,1201,9
188.32.210.218,17,53,682,9
205.185.125.150,6,59629,886,5
113.97.58.47,6,443,1295,8
197.219.228.242,6,80,93,8
176.132.234.13,6,80,1173,8
185.183.103.121,6,80,1404,8
172.110.223.87,6,443,612,8
167.249.55.218,6,80,642,8
116.232.126.128,6,80,132,8
125.93.252.89,6,443,162,8
171.220.244.134,17,53,517,9
185.213.175.140,17,34985,1410,5
198.244.226.118,17,39776,1272,5
154.90.59.75,6,443,280,8
183.97.175.181,6,7394,905,5
2003:6:51da:3fc7:4593:1d5a:bc20:4f8d,17,28419,109,5
103.218.241.179,6,5944,393,5
193.200.26.20,17,64121,981,5
113.132.113.75,17,10473,1099,5
167.114.139.147,6,80,1467,8
149.40.53.3,17,57643,453,5
167.99.234.119,17,4403,1000,5
118.175.205.9,17,54998,1210,5
185.15.171.158,17,46259,721,5
198.244.240.56,6,26503,73,5
1.238.114.145,6,80,522,8
20.24.137.18,6,18044,950,5
194.5.82.152,17,53,1470,9
185.223.152.216,17,53,309,9
105.107.66.45,17,53,1069,9
14.103.140.39,6,80,648,8
198.244.242.13,17,20894,545,5
178.175.167.17,17,53,269,9
198.244.226.179,17,53,144,9
190.20.41.202,17,53,1218,9
104.197.111.48,17,53,330,9
216.24.210.161,6,2529,1030,5
15.235.96.75,6,59570,1195,5
2001:4490:4c85:5c4a:a1fb:e2b3:8dd9:d9db,17,53,256,9
120.71.149.30,6,443,509,8
154.83.196.237,17,62132,807,5
189.203.6.110,17,53,1178,9
198.244.183.0,17,53,91,9
119.195.77.177,17,14136,1244,5
103.174.115.91,6,80,138,8
148.113.128.172,6,443,1361,8
125.212.223.146,17,45282,1372,5
165.227.53.59,17,24149,1220,5
201.131.180.83,6,443,95,8
102.219.126.124,17,25461,844,5
201.28.237.90,6,80,1424,8
185.180.141.38,17,63405,1002,5
114.222.0.140,17,10124,555,5
220.118.190.204,17,6457,420,5
117.72.156.151,17,53,584,9
194.5.82.116,6,443,1319,8
118.194.251.141,17,42624,1027,5
124.70.107.30,6,80,338,8
198.244.226.177,6,80,994,8
157.230.232.248,17,53,118,9
198.244.240.167,17,53,670,9
15.235.98.251,17,2185,337,5
185.247.137.106,17,38470,650,5
198.244.168.54,17,53,811,9
198.211.112.20,6,80,1379,8
148.113.128.91,17,41740,213,5
193.37.32.198,6,13231,552,5
201.184.50.251,6,29282,1421,5
122.187.227.198,17,57171,1237,5
182.48.49.220,6,28682,1374,5
14.116.189.74,17,17867,1027,5
198.244.240.153,17,9920,169,5
121.229.9.110,6,80,189,8
110.72.242.164,17,53,535,9
209.141.47.217,17,53,1023,9
185.241.34.154,6,443,237,8
173.181.129.161,17,53,1038,9
198.244.240.144,17,13370,642,5
15.235.96.8,6,80,497,8
1.94.220.55,6,9522,338,5
152.53.22.186,17,53,1072,9
159.89.153.50,17,53,435,9
198.244.183.213,17,53,805,9
123.129.245.249,17,4163,401,5
191.232.186.62,6,443,1131,8
20.151.2.242,17,53,268,9
198.244.168.93,17,29333,135,5
175.207.205.249,6,13449,1151,5
171.60.233.155,6,443,875,8
201.243.109.202,17,34152,673,5
20.26.135.100,6,2060,1430,5
181.118.183.165,17,53,1473,9
193.32.162.145,6,443,1094,8
167.86.78.166,17,53,1036,9
14.103.31.218,6,38787,1500,5
148.113.128.160,6,443,427,8
182.40.104.74,17,53,1385,9
146.0.73.221,6,80,713,8
185.197.9.52,17,53,923,9
103.61.122.197,17,20017,906,5
167.114.139.40,17,35452,1424,5
218.25.233.22,6,443,1230,8
182.2.177.51,17,53,912,9
182.78.87.2,6,58022,1239,5
124.155.125.131,17,20067,1369,5
198.244.226.116,17,39413,340,5
103.226.138.52,6,80,1211,8
206.189.167.193,17,12356,534,5
198.244.226.32,17,4409,242,5
171.25.158.68,17,53,1076,9
115.77.97.146,17,10044,885,5
190.120.254.131,6,443,1258,8
115.248.4.85,17,24163,662,5
198.244.242.52,17,38392,239,5
193.37.32.201,17,42420,378,5
102.64.36.59,6,80,1190,8
122.187.226.71,6,80,125,8
185.197.8.145,6,12683,1097,5
125.123.223.54,17,40093,182,5
111.57.17.171,17,53,239,9
197.156.97.198,17,53,1264,9
219.142.35.178,17,53,1257,9
172.71.164.100,6,443,878,8
183.223.32.168,17,53,1492,9
111.70.7.189,6,443,80,8
170.247.80.236,6,42387,787,5
2.27.63.102,17,18908,384,5
181.54.70.40,6,443,1443,8
167.114.139.224,17,48255,1481,5
198.244.183.176,17,53,1414,9
20.208.138.76,6,443,1121,8
103.211.219.58,6,63273,771,5
110.25.109.54,6,443,1264,8
147.135.212.200,17,53,743,9
154.59.111.186,6,80,508,8
207.154.215.151,17,53,545,9
113.31.107.103,17,53,948,9
188.126.240.75,17,53,980,9
218.206.136.24,17,53,499,9
115.84.72.165,17,52601,330,5
190.89.136.203,17,51423,749,5
129.80.76.43,17,53,487,9
160.16.134.99,6,80,1389,8
103.174.195.62,17,17851,66,5
103.78.2.212,17,5940,1353,5
168.100.149.19,6,2979,909,5
106.12.173.59,6,38800,1285,5
157.55.39.61,6,443,605,8
177.93.193.134,17,53,908,9
180.76.195.141,17,18912,1035,5
187.120.76.9,6,59870,248,5
122.187.230.123,17,53,412,9
148.113.130.110,17,25157,862,5
212.135.214.222,17,54086,565,5
185.216.116.13,6,80,777,8
14.103.105.40,6,443,1237,8
133.117.76.239,17,58930,806,5
138.197.107.71,17,48711,841,5
111.70.32.7,17,53,85,9
213.209.159.77,17,50783,255,5
148.113.128.22,6,443,424,8
198.244.226.160,6,443,673,8
122.186.202.58,17,18589,914,5
144.48.243.18,6,80,839,8
194.5.52.20,6,80,1492,8
149.87.67.191,6,443,1436,8
194.187.251.115,6,80,1237,8
15.235.27.136,17,53,967,9
101.56.94.105,17,53,674,9
196.0.107.170,17,53,142,9
154.68.195.210,17,53,1303,9
200.216.172.182,17,53,885,9
125.20.252.18,6,5065,1399,5
111.38.136.211,17,53,361,9
190.185.228.11,6,4550,798,5
175.43.184.215,6,443,179,8
160.120.191.213,17,58048,1391,5
186.177.88.96,6,56026,1090,5
148.113.130.70,6,80,1403,8
193.37.32.199,17,59481,464,5
161.248.189.72,17,44987,1356,5
141.134.58.124,6,443,811,8
182.75.215.245,6,443,1351,8
198.244.168.67,6,40063,713,5
117.1.80.240,17,53,1024,9
148.113.128.108,6,80,674,8
182.204.176.254,6,443,437,8
221.195.122.188,17,40432,260,5
158.94.208.44,17,53,1188,9
158.178.231.29,6,62678,1043,5
103.139.11.189,6,80,324,8
217.234.253.158,6,80,1488,8
15.235.98.6,6,80,327,8
101.44.96.62,17,13805,1028,5
104.152.52.108,17,53,384,9
198.244.226.144,6,80,1180,8
154.221.17.134,17,53,1087,9
218.78.60.105,17,53,341,9
177.129.165.161,6,443,417,8
142.44.228.33,17,53,1273,9
14.103.86.48,17,50365,238,5
148.113.130.97,17,53,810,9
121.237.178.133,17,11281,381,5
115.190.26.243,6,443,804,8
103.251.31.154,6,443,725,8
165.154.5.188,17,58015,959,5
190.148.112.242,6,80,1429,8
103.19.252.25,6,36868,427,5
221.120.73.25,6,24408,358,5
121.121.16.154,17,33651,276,5
113.250.184.183,17,13730,782,5
158.178.141.16,17,53,384,9
168.196.33.197,17,21327,1085,5
202.165.15.88,17,53,1448,9
138.197.30.7,17,53,995,9
142.44.220.110,6,17105,274,5
121.131.220.142,6,9078,1191,5
211.103.48.6,17,4253,1141,5
178.67.169.70,6,32493,711,5
199.45.155.110,17,54686,782,5
198.244.226.251,6,23202,1175,5
15.235.98.225,6,443,719,8
128.185.254.66,6,80,1215,8
15.235.27.183,17,53,1071,9
198.244.168.40,17,53,955,9
20.91.245.108,6,443,978,8
172.71.164.89,17,53,850,9
118.145.116.6,17,53,740,9
196.250.216.79,6,16357,679,5
111.61.176.242,17,53,1239,9
122.170.100.253,17,14041,1046,5
142.44.233.246,6,80,1482,8
183.222.41.67,17,12182,1092,5
178.49.109.109,6,443,216,8
113.31.103.129,17,53,511,9
183.164.242.122,17,53,1189,9
102.23.242.223,17,53,705,9
15.235.96.198,6,80,401,8
2.58.56.31,6,443,81,8
119.84.148.253,17,1279,581,5
202.8.41.91,17,53,917,9
179.51.153.37,6,443,1377,8
15.235.96.111,17,53,219,9
182.180.57.212,17,53,1267,9
180.166.162.78,17,53,903,9
117.176.244.33,17,53,1154,9
146.190.111.235,17,40771,1204,5
197.48.186.27,6,443,674,8
103.154.62.14,17,16218,860,5
170.239.148.141,17,53,1321,9
142.44.233.109,17,35571,780,5
107.174.35.156,17,34182,1283,5
195.239.183.246,17,58177,805,5
161.248.30.137,17,53,295,9
185.181.41.120,17,18321,1294,5
118.193.33.3,17,53,955,9
122.160.51.109,6,22004,434,5
103.75.183.179,17,53,1041,9
103.226.139.7,17,53,549,9
162.83.146.83,17,6224,354,5
198.244.183.49,6,443,1119,8
118.179.45.12,17,53,849,9
115.190.26.3,6,61150,1335,5
2001:b011:800d:8c29:acc0:fd88:8db1:d022,6,50566,1216,5
20.109.38.160,17,53,1073,9
121.224.5.228,6,80,447,8
182.95.174.150,6,443,122,8
192.99.169.99,6,80,89,8
180.131.168.114,17,53,296,9
20.199.186.215,17,53,723,9
185.255.212.182,17,53,724,9
125.124.42.183,6,443,631,8
211.252.96.146,17,20058,901,5
115.191.76.115,6,49480,1025,5
198.244.183.208,6,13373,1313,5
185.180.141.49,6,80,177,8
152.32.171.251,17,53,478,9
103.189.208.13,17,13787,818,5
180.110.202.35,17,53,1262,9
142.44.228.219,6,443,384,8
190.89.136.168,6,8890,1281,5
190.89.137.152,17,35453,1067,5
147.224.167.114,17,22337,1360,5
178.178.222.58,17,57356,1194,5
115.239.224.92,6,52585,1039,5
179.189.196.219,6,443,934,8
178.104.104.104,6,80,1024,8
106.75.10.212,17,53,1377,9
183.245.232.31,6,56437,852,5
150.139.195.73,17,53,1087,9
14.103.75.9,17,22382,750,5
119.203.251.187,6,50443,177,5
193.193.243.118,17,53,809,9
114.103.80.13,6,443,351,8
209.216.121.3,17,53,1312,9
103.132.223.92,6,443,99,8
218.156.93.202,17,47598,436,5
218.78.59.30,6,443,366,8
148.113.128.87,17,23675,657,5
120.226.40.228,17,53,745,9
142.44.220.41,17,49378,783,5
210.91.23.200,17,53,202,9
142.44.225.105,17,53,480,9
142.44.228.186,17,53,1369,9
144.91.68.174,17,47992,1272,5
218.156.93.206,17,65394,1100,5
212.30.33.172,17,53,738,9
100.25.95.168,17,46288,1191,5
151.158.52.132,6,443,866,8
122.187.228.228,17,32299,354,5
120.48.52.58,17,58068,1332,5
200.111.150.126,17,53,992,9
138.124.30.225,6,80,452,8
117.223.152.94,6,443,914,8
103.159.54.61,17,53,327,9
121.131.218.157,6,80,1185,8
102.64.34.234,6,443,121,8
177.92.247.126,6,443,1130,8
148.113.128.134,17,53,1229,9
168.0.226.33,6,80,1238,8
102.64.39.206,6,80,520,8
138.121.65.171,17,53,558,9
15.235.96.234,6,28949,1474,5
104.234.138.103,6,443,1147,8
120.28.109.188,17,3208,899,5
185.68.178.172,17,33913,482,5
198.244.242.55,17,51025,1120,5
117.72.213.20,6,443,395,8
107.189.6.63,6,443,935,8
198.244.168.165,17,4033,881,5
191.53.113.218,17,53,780,9
178.178.194.134,17,53,562,9
198.244.240.255,17,53,70,9
117.205.2.250,17,50648,1372,5
192.253.209.125,17,53,1413,9
198.244.226.62,6,443,88,8
142.44.233.113,17,53,736,9
103.59.135.251,6,80,1171,8
198.244.242.187,17,35666,980,5
210.118.224.138,6,80,1056,8
193.37.32.228,17,52416,1031,5
103.181.160.126,6,80,107,8
106.75.162.148,6,80,297,8
198.244.168.218,6,6636,821,5
184.92.13.99,6,49202,684,5
186.235.193.170,6,80,840,8
117.174.66.221,6,443,307,8
198.244.183.228,17,54903,298,5
190.89.136.184,6,80,815,8
111.30.125.142,17,6878,537,5
112.11.230.160,17,53,628,9
167.94.146.50,17,24374,156,5
123.117.152.245,6,80,702,8
109.206.98.152,17,3246,1376,5
120.234.232.184,6,80,1042,8
15.235.98.74,6,443,1232,8
168.100.149.246,6,26217,699,5
182.18.161.165,17,22784,959,5
199.45.155.101,17,56880,1394,5
158.174.210.161,6,15786,1406,5
220.169.100.15,17,53,509,9
198.244.240.100,17,53,350,9
187.120.73.116,6,80,730,8
115.214.115.32,6,443,1137,8
210.56.27.220,6,80,196,8
142.44.228.160,17,44794,440,5
187.120.72.65,17,53,1366,9
192.241.135.246,17,53,571,9
142.93.199.27,6,48841,135,5
185.223.152.226,17,53,1275,9
172.86.95.45,6,80,1190,8
192.9.157.141,17,53,403,9
183.36.25.148,17,53,84,9
185.247.137.15,17,53,960,9
115.178.75.243,6,443,1092,8
165.245.172.208,17,53,1083,9
186.30.115.187,6,33863,300,5
2.57.121.69,17,63889,1156,5
15.235.27.126,6,80,100,8
180.76.170.245,6,36778,666,5
124.193.81.23,17,45546,433,5
198.244.168.127,6,443,271,8
110.139.68.138,17,53,598,9
202.8.43.165,17,53,378,9
112.5.76.239,17,53,292,9
202.44.238.236,6,15378,927,5
187.210.77.100,6,80,888,8
115.190.220.166,17,53,395,9
180.191.124.100,17,52914,1372,5
120.48.54.130,17,53,809,9
106.38.26.67,6,443,1356,8
171.107.14.248,17,53,538,9
119.205.179.217,6,80,753,8
220.246.47.145,17,53,932,9
177.190.141.6,6,12328,847,5
186.0.183.10,6,80,581,8
104.168.99.194,17,53,918,9
200.61.165.208,17,53,606,9
165.245.171.8,17,25270,443,5
177.11.251.22,17,53,770,9
216.244.66.202,6,443,912,8
198.244.240.137,17,25214,590,5
142.44.225.70,6,443,1238,8
125.132.34.65,6,62105,1012,5
198.244.168.47,6,80,1100,8
142.44.233.201,17,9873,106,5
117.176.204.214,6,53975,457,5
176.53.96.208,17,53,867,9
179.189.199.176,17,21501,419,5
118.139.164.171,17,1183,1059,5
213.177.179.62,17,8958,700,5
142.44.233.32,17,53,617,9
187.109.175.237,6,29553,1484,5
103.163.44.118,6,80,455,8
15.235.96.84,17,53,787,9
202.8.40.175,17,53,1204,9
14.103.107.214,6,80,945,8
15.235.98.247,6,14643,1156,5
165.154.5.249,17,57587,1472,5
173.175.100.21,17,53,82,9
177.10.182.175,17,53,335,9
101.206.107.245,17,57795,1049,5
14.103.112.109,17,53,887,9
122.186.64.86,6,443,624,8
184.144.48.87,6,443,962,8
110.43.37.72,6,443,373,8
122.184.127.150,17,53,692,9
103.18.166.2,6,443,441,8
114.106.135.139,6,443,279,8
199.45.154.159,6,80,1026,8
142.44.228.163,6,443,563,8
180.94.75.42,6,9240,983,5
185.39.118.137,17,29174,963,5
20.215.250.169,17,53,1322,9
173.239.218.55,17,53026,1105,5
125.19.253.154,6,443,663,8
180.100.217.164,17,30275,1375,5
165.245.167.13,17,39268,1468,5
2001:448a:2050:2aef:5940:efbc:437e:ade4,6,19998,613,5
112.30.7.45,6,14213,918,5
104.236.5.167,17,53,1077,9
125.19.138.74,6,55369,889,5
217.75.222.165,17,47509,1300,5
104.152.52.130,6,22672,534,5
112.164.20.69,17,59846,963,5
15.235.98.214,6,3104,455,5
190.61.114.142,6,443,486,8
186.177.88.39,6,443,1286,8
198.244.183.12,6,80,683,8
202.8.40.235,6,37368,1457,5
185.223.152.8,6,80,272,8
15.235.98.241,17,44588,260,5
142.44.228.173,6,80,888,8
198.244.240.232,17,1766,386,5
117.72.36.67,6,443,1165,8
175.207.209.181,6,58125,1286,5
212.30.33.223,6,443,1483,8
117.248.201.39,17,5740,289,5
153.101.132.65,17,53,1432,9
198.244.183.140,6,443,1178,8
198.244.242.7,6,443,567,8
165.154.252.253,17,57401,714,5
103.75.84.237,6,80,837,8
142.44.228.8,17,53,924,9
183.171.147.227,6,80,842,8
106.0.40.151,17,53,877,9
101.36.123.173,6,27919,1401,5
142.44.220.245,6,21401,1076,5
161.132.51.203,6,80,753,8
142.44.225.254,6,443,1190,8
121.36.215.193,6,59597,936,5
15.235.27.141,6,51902,565,5
156.227.233.77,17,53,915,9
170.239.148.92,6,80,1148,8
118.70.178.158,17,53,725,9
101.36.124.127,17,59351,1255,5
198.244.226.155,17,2181,872,5
187.120.76.224,6,58975,1136,5
138.197.32.187,6,80,1316,8
120.48.20.114,17,13078,929,5
181.59.148.31,17,53,830,9
200.141.46.25,6,15076,921,5
198.244.226.219,6,37537,1443,5
177.22.87.7,6,80,149,8
111.26.106.115,17,31894,465,5
183.205.179.132,6,443,992,8
103.51.54.110,6,50466,468,5
188.59.15.180,6,80,84,8
103.113.104.43,6,80,170,8
209.87.169.93,17,49450,1425,5
111.70.23.254,17,53,145,9
166.248.3.175,17,53,427,9
187.111.28.131,17,53,1115,9
185.15.171.176,17,30442,1341,5
185.247.137.239,6,80,408,8
156.227.236.24,17,53,304,9
118.145.144.95,17,11029,1284,5
185.15.171.81,6,80,1241,8
103.131.85.249,17,12470,735,5
168.100.149.212,17,53,671,9
136.107.143.211,6,443,669,8
194.247.173.99,17,25129,661,5
178.176.225.79,6,443,1100,8
113.132.113.96,17,24682,1293,5
188.59.88.234,17,53,170,9
116.59.11.232,6,443,1352,8
208.123.119.57,6,18692,941,5
188.246.73.204,6,443,1290,8
183.94.76.8,6,443,781,8
198.244.242.238,17,43594,812,5
111.70.32.5,6,80,752,8
200.196.143.101,6,443,803,8
165.227.152.62,6,80,1087,8
172.94.9.48,17,41464,1254,5
208.66.194.178,6,8597,972,5
172.105.157.44,6,80,223,8
130.250.191.200,6,39530,1088,5
111.68.98.152,6,80,493,8
198.244.240.195,6,80,831,8
117.81.74.130,17,18367,101,5
198.244.240.187,6,80,703,8
14.29.181.34,17,53,1329,9
176.31.139.3,6,61225,491,5
177.10.197.189,17,53,954,9
122.236.238.206,6,54072,848,5
147.235.226.154,6,443,488,8
213.238.190.124,6,49733,629,5
122.187.230.34,6,27147,528,5
15.235.27.155,6,80,257,8
140.112.202.132,17,53,1189,9
137.184.203.236,6,80,79,8
220.126.215.120,6,443,1479,8
111.61.176.243,17,53,1256,9
138.99.198.240,17,53,576,9
198.244.183.8,6,80,289,8
195.199.210.194,17,53,214,9
191.53.13.56,6,80,745,8
167.99.226.86,17,53316,540,5
167.114.139.204,17,53,918,9
124.109.2.211,6,443,819,8
190.114.243.82,6,443,949,8
110.25.109.51,6,443,604,8
196.92.7.247,6,80,121,8
202.8.43.90,6,53864,1143,5
161.49.89.39,17,53,264,9
15.235.98.65,6,443,732,8
106.12.18.199,17,53,667,9
177.126.220.111,6,25031,976,5
198.244.240.135,17,53,230,9
111.42.132.19,17,25089,1028,5
212.30.33.200,6,443,456,8
194.5.82.140,6,80,1079,8
192.253.209.118,17,45437,776,5
103.23.135.183,6,443,313,8
106.13.100.52,17,62881,1134,5
179.6.168.26,6,443,1198,8
154.50.110.95,6,80,280,8
111.70.16.7,17,8450,255,5
20.43.39.80,6,80,602,8
198.244.240.13,6,80,1089,8
182.73.109.194,17,59143,689,5
194.85.211.25,17,53,216,9
210.113.132.48,6,443,1026,8
191.53.40.85,17,53,65,9
14.103.219.203,17,53,721,9
167.71.228.54,17,21830,1404,5
198.244.168.155,6,443,1038,8
198.244.226.239,6,80,79,8
211.254.212.59,6,443,249,8
107.150.103.210,17,53,246,9
203.198.173.137,17,53,277,9
116.179.37.236,6,443,139,8
175.107.32.186,6,80,321,8
112.26.101.76,17,53,517,9
198.244.226.78,6,443,1133,8
136.232.11.10,6,443,124,8
103.250.11.156,6,31834,1266,5
148.113.130.218,17,53,928,9
203.129.206.14,17,53,194,9
190.108.60.10,6,443,1395,8
125.23.155.110,17,53,329,9
178.218.116.45,17,47528,960,5
180.213.44.242,6,5947,315,5
201.76.188.122,17,14509,619,5
182.95.116.82,6,80,1417,8
185.193.240.246,6,17635,1032,5
172.71.148.52,17,44204,874,5
104.233.244.108,17,53,1145,9
172.190.142.151,6,80,191,8
109.207.35.179,17,58846,665,5
171.211.125.105,6,53229,226,5
115.147.10.33,17,18175,883,5
182.95.101.182,6,80,1287,8
154.124.77.50,17,53,756,9
149.202.55.83,6,80,1475,8
123.58.215.196,17,53,364,9
172.161.104.93,6,33480,651,5
112.164.196.95,17,53,449,9
122.176.45.238,6,80,951,8
176.36.174.177,17,21633,83,5
165.227.134.158,17,53,726,9
182.95.230.150,17,53,1479,9
120.48.174.68,6,443,1401,8
112.28.89.134,6,43088,1444,5
165.154.6.49,17,49706,559,5
181.104.58.197,6,1802,1080,5
170.247.40.209,6,443,1160,8
120.48.11.36,17,45883,721,5
114.247.140.114,17,4531,292,5
186.124.218.35,6,18999,282,5
198.244.240.157,17,64391,633,5
198.244.242.77,17,53,1084,9
103.105.176.70,6,80,520,8
178.178.222.56,17,55404,1401,5
165.154.45.15,17,53,1298,9
14.103.106.86,17,53,1425,9
142.44.228.123,17,24633,383,5
173.249.41.171,17,6037,1427,5
198.244.183.132,17,21980,163,5
14.18.77.99,17,53135,1218,5
142.44.233.41,6,443,233,8
121.6.81.59,6,443,1336,8
125.138.175.113,17,46671,980,5
111.70.23.223,17,49373,1334,5
158.94.208.19,17,53,107,9
116.110.17.113,17,44094,789,5
220.128.137.164,6,443,1053,8
103.23.198.220,6,443,1150,8
172.245.55.181,17,53,377,9
120.79.162.235,17,53,165,9
181.104.58.198,17,49586,1305,5
124.88.174.143,6,80,936,8
128.185.194.190,6,80,773,8
14.103.111.110,17,53,1477,9
129.205.2.18,17,53,1063,9
189.147.20.241,6,443,1155,8
213.74.188.92,6,443,476,8
185.198.1.124,6,10860,1431,5
178.219.104.216,6,443,1257,8
148.113.128.12,17,58577,1199,5
190.89.136.238,6,58745,392,5
154.144.255.209,6,80,230,8
191.53.130.6,6,80,1059,8
146.190.41.245,17,53,68,9
148.113.128.17,6,443,768,8
165.154.6.26,17,53,422,9
197.113.218.148,17,63805,598,5
14.29.198.130,6,80,421,8
179.32.33.161,17,33435,450,5
190.129.122.12,6,80,1396,8
211.187.7.14,17,53,1067,9
216.24.210.227,17,53,271,9
182.204.182.235,17,1801,1311,5
198.244.226.45,17,53,963,9
185.251.91.105,6,18122,293,5
128.185.12.179,17,30865,198,5
141.98.10.78,17,53,167,9
211.39.72.14,17,9933,1422,5
148.113.130.67,17,53,1376,9
104.223.62.198,6,38686,809,5
198.244.168.248,17,49467,1464,5
180.153.91.15,17,53,1306,9
210.56.12.205,6,443,1439,8
198.244.240.82,6,443,1006,8
12.156.67.18,17,53,519,9
154.146.238.122,6,443,1458,8
112.217.188.122,6,80,368,8
125.69.76.148,6,80,276,8
15.235.98.234,6,443,1367,8
191.53.14.104,6,80,488,8
198.244.240.3,6,80,1037,8
212.30.33.195,17,53,1449,9
189.143.56.246,6,80,596,8
114.104.153.51,17,19303,1139,5
142.44.233.128,17,58489,276,5
192.187.115.114,6,80,322,8
176.31.139.4,6,80,412,8
103.164.26.40,6,443,574,8
20.214.165.144,17,57391,1035,5
104.248.41.212,6,50627,1242,5
183.171.7.149,17,53,278,9
198.244.226.255,6,443,1142,8
220.124.231.28,17,29834,1127,5
147.182.231.52,6,443,411,8
182.79.218.101,6,80,292,8
112.164.202.79,17,49560,1198,5
180.76.202.69,6,80,1394,8
142.44.233.207,6,443,1328,8
103.171.85.42,6,443,826,8
167.114.139.52,6,443,216,8
115.21.72.248,17,20789,616,5
172.203.149.63,6,443,468,8
122.187.230.184,17,43623,960,5
121.66.124.146,6,443,260,8
103.237.144.204,6,30212,189,5
212.30.33.227,17,26955,410,5
198.23.215.84,17,21547,695,5
122.114.12.133,6,443,1063,8
197.121.189.119,6,80,540,8
